accession,label,role,project13_eligible,gene_id,gene_name,feature_type,gene_biotype,contig,strand,cds_bases,callable_cds_bases,callable_fraction,meets_callable_threshold,distinct_variant_count,high_impact_variants,moderate_impact_variants,low_impact_variants,modifier_impact_variants,warning_variant_count,variant_density_per_1000_callable_cds,consequence_profile
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19180,AABJ99_RS19180,gene,protein_coding,NZ_AP027764.1,+,555,0,0.0,False,0,0,0,0,0,0,,
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19185,AABJ99_RS19185,gene,protein_coding,NZ_AP027764.1,+,606,0,0.0,False,0,0,0,0,0,0,,
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19190,AABJ99_RS19190,gene,protein_coding,NZ_AP027764.1,+,597,0,0.0,False,0,0,0,0,0,0,,
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19195,AABJ99_RS19195,gene,protein_coding,NZ_AP027764.1,+,1224,0,0.0,False,0,0,0,0,0,0,,
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19200,panB,gene,protein_coding,NZ_AP027764.1,+,795,208,0.26163522012578616,False,8,0,1,7,0,0,38.46153846153846,missense_variant:1;splice_region_variant&stop_retained_variant:1;synonymous_variant:6
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19205,panC,gene,protein_coding,NZ_AP027764.1,+,852,793,0.9307511737089202,True,47,0,5,42,0,0,59.26860025220681,missense_variant:5;synonymous_variant:42
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19210,rpnC,gene,protein_coding,NZ_AP027764.1,-,921,880,0.9554831704668838,True,38,0,6,32,0,0,43.18181818181818,missense_variant:6;synonymous_variant:32
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19215,panD,gene,protein_coding,NZ_AP027764.1,+,381,381,1.0,True,15,0,0,15,0,0,39.37007874015748,synonymous_variant:15
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19220,yadE,gene,protein_coding,NZ_AP027764.1,-,1230,1105,0.8983739837398373,False,57,0,11,46,0,0,51.58371040723982,missense_variant:11;splice_region_variant&stop_retained_variant:1;synonymous_variant:45
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19225,yadI,gene,protein_coding,NZ_AP027764.1,-,441,302,0.6848072562358276,False,13,0,1,12,0,0,43.04635761589404,missense_variant:1;synonymous_variant:12
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19230,yadH,gene,protein_coding,NZ_AP027764.1,-,771,771,1.0,True,39,0,0,39,0,0,50.583657587548636,synonymous_variant:39
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19235,yadG,gene,protein_coding,NZ_AP027764.1,-,927,927,1.0,True,36,0,1,35,0,0,38.83495145631068,missense_variant:1;synonymous_variant:35
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19240,can,gene,protein_coding,NZ_AP027764.1,+,663,663,1.0,True,13,0,0,13,0,0,19.607843137254903,synonymous_variant:13
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19245,hpt,gene,protein_coding,NZ_AP027764.1,-,537,537,1.0,True,12,0,1,11,0,0,22.3463687150838,missense_variant:1;synonymous_variant:11
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19250,gcd,gene,protein_coding,NZ_AP027764.1,+,2391,2391,1.0,True,127,0,4,123,0,0,53.11585110832288,missense_variant:4;synonymous_variant:123
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19255,cueO,gene,protein_coding,NZ_AP027764.1,-,1551,1550,0.9993552546744036,True,81,0,10,71,0,0,52.25806451612903,missense_variant:10;synonymous_variant:71
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19260,yacC,gene,protein_coding,NZ_AP027764.1,+,348,348,1.0,True,9,0,0,9,0,0,25.862068965517242,synonymous_variant:9
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19265,speE,gene,protein_coding,NZ_AP027764.1,+,867,867,1.0,True,29,0,2,27,0,0,33.44867358708189,missense_variant:2;synonymous_variant:27
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19270,speD,gene,protein_coding,NZ_AP027764.1,+,795,795,1.0,True,26,0,1,25,0,0,32.704402515723274,missense_variant:1;synonymous_variant:25
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19275,AABJ99_RS19275,gene,protein_coding,NZ_AP027764.1,+,1092,0,0.0,False,0,0,0,0,0,0,,
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19280,yacL,gene,protein_coding,NZ_AP027764.1,-,363,343,0.9449035812672176,True,20,0,4,16,0,0,58.309037900874635,missense_variant:4;synonymous_variant:16
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19285,acnB,gene,protein_coding,NZ_AP027764.1,-,2598,2598,1.0,True,100,0,3,97,0,0,38.49114703618168,missense_variant:3;synonymous_variant:97
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19290,yacH,gene,protein_coding,NZ_AP027764.1,+,1884,1660,0.881104033970276,False,75,0,23,52,0,1,45.18072289156626,conservative_inframe_insertion:1;missense_variant:22;synonymous_variant:52
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19295,lpdA,gene,protein_coding,NZ_AP027764.1,-,1425,1425,1.0,True,22,0,0,22,0,0,15.43859649122807,synonymous_variant:22
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19300,aceF,gene,protein_coding,NZ_AP027764.1,-,1893,1893,1.0,True,50,0,2,48,0,0,26.413100898045432,missense_variant:2;synonymous_variant:48
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19305,aceE,gene,protein_coding,NZ_AP027764.1,-,2664,2664,1.0,True,51,0,1,50,0,0,19.144144144144143,missense_variant:1;synonymous_variant:50
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19310,pdhR,gene,protein_coding,NZ_AP027764.1,-,765,765,1.0,True,17,0,0,17,0,0,22.22222222222222,synonymous_variant:17
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19315,aroP,gene,protein_coding,NZ_AP027764.1,+,1374,1374,1.0,True,31,0,1,30,0,0,22.561863173216885,missense_variant:1;synonymous_variant:30
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19320,ampE,gene,protein_coding,NZ_AP027764.1,-,855,855,1.0,True,26,0,3,23,0,0,30.4093567251462,missense_variant:3;synonymous_variant:23
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19325,ampD,gene,protein_coding,NZ_AP027764.1,-,552,552,1.0,True,8,0,3,5,0,0,14.492753623188406,missense_variant:3;synonymous_variant:5
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19330,nadC,gene,protein_coding,NZ_AP027764.1,+,894,894,1.0,True,18,0,2,16,0,0,20.13422818791946,missense_variant:2;splice_region_variant&stop_retained_variant:1;synonymous_variant:15
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19335,ppdD,gene,protein_coding,NZ_AP027764.1,+,441,441,1.0,True,1,0,0,1,0,0,2.2675736961451247,synonymous_variant:1
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19340,gspE,gene,protein_coding,NZ_AP027764.1,+,1386,1386,1.0,True,48,0,13,35,0,0,34.63203463203463,missense_variant:13;synonymous_variant:35
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19345,hofC,gene,protein_coding,NZ_AP027764.1,+,1203,1183,0.9833748960931006,True,65,0,20,45,0,0,54.94505494505494,missense_variant:20;synonymous_variant:45
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19350,guaC,gene,protein_coding,NZ_AP027764.1,-,1044,1044,1.0,True,20,0,2,18,0,0,19.157088122605366,missense_variant:2;synonymous_variant:18
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19355,AABJ99_RS19355,gene,protein_coding,NZ_AP027764.1,-,45,45,1.0,True,1,0,0,1,0,0,22.22222222222222,synonymous_variant:1
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19360,coaE,gene,protein_coding,NZ_AP027764.1,+,621,621,1.0,True,9,0,1,8,0,0,14.492753623188406,missense_variant:1;synonymous_variant:8
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19365,zapD,gene,protein_coding,NZ_AP027764.1,+,744,744,1.0,True,13,0,3,10,0,0,17.473118279569892,missense_variant:3;synonymous_variant:10
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19370,yacG,gene,protein_coding,NZ_AP027764.1,+,198,198,1.0,True,3,0,0,3,0,0,15.151515151515152,synonymous_variant:3
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19375,mutT,gene,protein_coding,NZ_AP027764.1,-,399,398,0.9974937343358395,True,15,1,5,9,0,0,37.688442211055275,missense_variant:5;stop_gained:1;synonymous_variant:9
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19380,secA,gene,protein_coding,NZ_AP027764.1,-,2706,2706,1.0,True,91,0,2,89,0,0,33.6289726533629,missense_variant:2;synonymous_variant:89
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19385,secM,gene,protein_coding,NZ_AP027764.1,-,513,513,1.0,True,8,0,2,6,0,0,15.594541910331383,missense_variant:2;synonymous_variant:6
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19390,lpxC,gene,protein_coding,NZ_AP027764.1,-,918,918,1.0,True,11,0,1,10,0,0,11.982570806100219,missense_variant:1;synonymous_variant:10
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19395,ftsZ,gene,protein_coding,NZ_AP027764.1,-,1152,1152,1.0,True,27,0,0,27,0,0,23.4375,synonymous_variant:27
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19400,ftsA,gene,protein_coding,NZ_AP027764.1,-,1263,1263,1.0,True,18,0,0,18,0,0,14.251781472684085,synonymous_variant:18
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19405,ftsQ,gene,protein_coding,NZ_AP027764.1,-,831,831,1.0,True,6,0,0,6,0,0,7.2202166064981945,synonymous_variant:6
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19410,ddlB,gene,protein_coding,NZ_AP027764.1,-,921,921,1.0,True,27,0,2,25,0,0,29.315960912052116,missense_variant:2;synonymous_variant:25
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19415,murC,gene,protein_coding,NZ_AP027764.1,-,1476,1476,1.0,True,36,0,0,36,0,0,24.390243902439025,synonymous_variant:36
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19420,murG,gene,protein_coding,NZ_AP027764.1,-,1068,1068,1.0,True,37,0,4,33,0,0,34.644194756554306,missense_variant:4;synonymous_variant:33
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19425,ftsW,gene,protein_coding,NZ_AP027764.1,-,1245,1245,1.0,True,47,0,0,47,0,0,37.75100401606426,synonymous_variant:47
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19430,murD,gene,protein_coding,NZ_AP027764.1,-,1317,1209,0.9179954441913439,True,52,0,2,50,0,0,43.01075268817204,missense_variant:2;synonymous_variant:50
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19435,mraY,gene,protein_coding,NZ_AP027764.1,-,1083,1083,1.0,True,47,0,1,46,0,0,43.39796860572484,missense_variant:1;synonymous_variant:46
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19440,murF,gene,protein_coding,NZ_AP027764.1,-,1359,1359,1.0,True,62,0,6,56,0,0,45.62178072111847,missense_variant:6;synonymous_variant:56
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19445,murE,gene,protein_coding,NZ_AP027764.1,-,1488,1484,0.9973118279569892,True,58,0,4,54,0,0,39.08355795148248,missense_variant:4;synonymous_variant:54
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19450,ftsI,gene,protein_coding,NZ_AP027764.1,-,1767,1767,1.0,True,33,0,2,31,0,0,18.67572156196944,missense_variant:2;synonymous_variant:31
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19455,ftsL,gene,protein_coding,NZ_AP027764.1,-,366,366,1.0,True,1,0,0,1,0,0,2.73224043715847,synonymous_variant:1
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19460,rsmH,gene,protein_coding,NZ_AP027764.1,-,942,942,1.0,True,18,0,0,18,0,0,19.10828025477707,synonymous_variant:18
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19465,mraZ,gene,protein_coding,NZ_AP027764.1,-,459,459,1.0,True,5,0,0,5,0,0,10.893246187363834,synonymous_variant:5
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19470,cra,gene,protein_coding,NZ_AP027764.1,-,1005,1005,1.0,True,24,0,1,23,0,0,23.880597014925375,missense_variant:1;synonymous_variant:23
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19475,AABJ99_RS19475,gene,protein_coding,NZ_AP027764.1,-,87,87,1.0,True,2,0,1,1,0,0,22.988505747126435,missense_variant:1;synonymous_variant:1
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19480,ilvN,gene,protein_coding,NZ_AP027764.1,-,492,492,1.0,True,26,0,1,25,0,0,52.84552845528455,missense_variant:1;synonymous_variant:25
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19485,ilvI,gene,protein_coding,NZ_AP027764.1,-,1725,1725,1.0,True,81,0,4,77,0,0,46.95652173913044,missense_variant:4;synonymous_variant:77
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19490,AABJ99_RS19490,gene,protein_coding,NZ_AP027764.1,+,45,45,1.0,True,0,0,0,0,0,0,0.0,
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19495,leuO,gene,protein_coding,NZ_AP027764.1,-,945,945,1.0,True,28,0,2,26,0,0,29.62962962962963,missense_variant:2;synonymous_variant:26
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19500,leuL,gene,protein_coding,NZ_AP027764.1,+,87,87,1.0,True,2,0,0,2,0,0,22.988505747126435,synonymous_variant:2
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19505,leuA,gene,protein_coding,NZ_AP027764.1,+,1572,1572,1.0,True,57,0,1,56,0,0,36.25954198473283,missense_variant:1;synonymous_variant:56
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19510,leuB,gene,protein_coding,NZ_AP027764.1,+,1092,1092,1.0,True,58,0,2,56,0,0,53.11355311355312,missense_variant:2;synonymous_variant:56
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19515,leuC,gene,protein_coding,NZ_AP027764.1,+,1401,1401,1.0,True,72,0,1,71,0,0,51.39186295503212,missense_variant:1;synonymous_variant:71
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19520,leuD,gene,protein_coding,NZ_AP027764.1,+,606,548,0.9042904290429042,True,18,0,1,17,0,0,32.846715328467155,missense_variant:1;synonymous_variant:17
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19525,sgrT,gene,protein_coding,NZ_AP027764.1,-,132,111,0.8409090909090909,False,2,0,1,1,0,0,18.01801801801802,missense_variant:1;synonymous_variant:1
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19530,sgrR,gene,protein_coding,NZ_AP027764.1,+,1656,1627,0.982487922705314,True,68,0,6,62,0,0,41.79471419791027,missense_variant:6;synonymous_variant:62
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19535,thiB,gene,protein_coding,NZ_AP027764.1,+,984,984,1.0,True,44,0,4,40,0,0,44.71544715447155,missense_variant:4;synonymous_variant:40
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19540,thiP,gene,protein_coding,NZ_AP027764.1,+,1611,1611,1.0,True,59,0,8,51,0,0,36.623215394165115,missense_variant:8;synonymous_variant:51
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19545,thiQ,gene,protein_coding,NZ_AP027764.1,+,699,699,1.0,True,23,0,4,19,0,0,32.904148783977114,missense_variant:4;synonymous_variant:19
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19550,yabI,gene,protein_coding,NZ_AP027764.1,-,765,708,0.9254901960784314,True,34,0,4,30,0,0,48.0225988700565,missense_variant:4;synonymous_variant:30
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19555,araC,gene,protein_coding,NZ_AP027764.1,-,879,879,1.0,True,25,0,0,25,0,0,28.441410693970422,synonymous_variant:25
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19560,araB,gene,protein_coding,NZ_AP027764.1,+,1701,1701,1.0,True,53,0,8,45,0,0,31.158142269253382,missense_variant:8;synonymous_variant:45
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19565,araA,gene,protein_coding,NZ_AP027764.1,+,1503,1503,1.0,True,53,0,1,52,0,0,35.26280771789754,missense_variant:1;synonymous_variant:52
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19570,araD,gene,protein_coding,NZ_AP027764.1,+,696,615,0.8836206896551724,False,32,0,5,27,0,0,52.03252032520325,missense_variant:5;synonymous_variant:27
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19575,polB,gene,protein_coding,NZ_AP027764.1,+,2352,2352,1.0,True,101,0,7,94,0,0,42.9421768707483,missense_variant:7;synonymous_variant:94
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19580,rapA,gene,protein_coding,NZ_AP027764.1,+,2907,2907,1.0,True,103,0,0,103,0,0,35.43171654626763,synonymous_variant:103
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19585,rluA,gene,protein_coding,NZ_AP027764.1,+,660,660,1.0,True,13,0,0,13,0,0,19.696969696969695,synonymous_variant:13
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19590,djlA,gene,protein_coding,NZ_AP027764.1,-,816,816,1.0,True,20,0,2,18,0,0,24.50980392156863,missense_variant:2;synonymous_variant:18
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19595,lptD,gene,protein_coding,NZ_AP027764.1,+,2355,2355,1.0,True,51,0,0,51,0,0,21.656050955414013,synonymous_variant:51
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19600,surA,gene,protein_coding,NZ_AP027764.1,+,1287,1287,1.0,True,35,0,0,35,0,0,27.195027195027194,synonymous_variant:35
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19605,pdxA,gene,protein_coding,NZ_AP027764.1,+,990,990,1.0,True,25,0,5,20,0,0,25.252525252525253,missense_variant:5;synonymous_variant:20
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19610,rsmA,gene,protein_coding,NZ_AP027764.1,+,822,822,1.0,True,18,0,3,15,0,0,21.8978102189781,missense_variant:3;synonymous_variant:15
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19615,apaG,gene,protein_coding,NZ_AP027764.1,+,378,378,1.0,True,1,0,0,1,0,0,2.6455026455026456,synonymous_variant:1
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19620,apaH,gene,protein_coding,NZ_AP027764.1,+,849,827,0.9740871613663133,True,25,0,1,24,0,0,30.22974607013301,missense_variant:1;synonymous_variant:24
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19625,AABJ99_RS19625,pseudogene,pseudogene,NZ_AP027764.1,-,72,0,0.0,False,0,0,0,0,0,0,,
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19630,AABJ99_RS19630,gene,protein_coding,NZ_AP027764.1,-,615,0,0.0,False,0,0,0,0,0,0,,
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19635,folA,gene,protein_coding,NZ_AP027764.1,-,480,480,1.0,True,10,0,0,10,0,0,20.833333333333332,synonymous_variant:10
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19640,kefC,gene,protein_coding,NZ_AP027764.1,-,1863,1863,1.0,True,100,0,5,95,0,0,53.676865271068166,missense_variant:5;synonymous_variant:95
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19645,kefF,gene,protein_coding,NZ_AP027764.1,-,531,531,1.0,True,17,0,2,15,0,0,32.015065913371,missense_variant:2;synonymous_variant:15
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19650,yaaU,gene,protein_coding,NZ_AP027764.1,-,1332,1250,0.9384384384384384,True,48,0,0,48,0,0,38.4,synonymous_variant:48
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19655,fixX,gene,protein_coding,NZ_AP027764.1,-,288,288,1.0,True,7,0,0,7,0,0,24.305555555555557,synonymous_variant:7
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19660,fixC,gene,protein_coding,NZ_AP027764.1,-,1287,1287,1.0,True,39,0,4,35,0,0,30.303030303030305,missense_variant:4;synonymous_variant:35
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19665,fixB,gene,protein_coding,NZ_AP027764.1,-,942,942,1.0,True,29,0,5,24,0,0,30.78556263269639,missense_variant:5;synonymous_variant:24
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19670,fixA,gene,protein_coding,NZ_AP027764.1,-,771,771,1.0,True,31,0,3,28,0,0,40.20752269779507,missense_variant:3;synonymous_variant:28
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19675,caiT,gene,protein_coding,NZ_AP027764.1,+,1515,1515,1.0,True,50,0,3,47,0,0,33.00330033003301,missense_variant:3;synonymous_variant:47
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19680,caiA,gene,protein_coding,NZ_AP027764.1,+,1143,1143,1.0,True,36,0,0,36,0,0,31.496062992125985,synonymous_variant:36
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19685,caiB,gene,protein_coding,NZ_AP027764.1,+,1218,1218,1.0,True,38,1,4,33,0,0,31.198686371100163,frameshift_variant:1;missense_variant:4;synonymous_variant:33
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19690,caiC,gene,protein_coding,NZ_AP027764.1,+,1554,1554,1.0,True,83,0,13,70,0,0,53.41055341055341,missense_variant:13;synonymous_variant:70
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19695,caiD,gene,protein_coding,NZ_AP027764.1,+,786,786,1.0,True,30,0,2,28,0,0,38.16793893129771,missense_variant:2;synonymous_variant:28
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19700,caiE,gene,protein_coding,NZ_AP027764.1,+,591,582,0.9847715736040609,True,23,0,6,17,0,0,39.51890034364261,missense_variant:6;synonymous_variant:17
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19705,caiF,gene,protein_coding,NZ_AP027764.1,-,396,396,1.0,True,3,0,0,3,0,0,7.575757575757576,synonymous_variant:3
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19710,carB,gene,protein_coding,NZ_AP027764.1,-,3219,3192,0.9916123019571296,True,142,0,6,136,0,0,44.48621553884712,missense_variant:6;synonymous_variant:136
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19715,carA,gene,protein_coding,NZ_AP027764.1,-,1149,1120,0.9747606614447345,True,45,0,2,43,0,0,40.17857142857143,missense_variant:2;synonymous_variant:43
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19720,dapB,gene,protein_coding,NZ_AP027764.1,-,822,822,1.0,True,15,0,2,13,0,0,18.248175182481752,missense_variant:2;synonymous_variant:13
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19725,rihC,gene,protein_coding,NZ_AP027764.1,-,915,824,0.9005464480874317,True,53,0,11,42,0,0,64.32038834951456,missense_variant:11;synonymous_variant:42
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19730,ispH,gene,protein_coding,NZ_AP027764.1,-,951,951,1.0,True,52,0,3,49,0,0,54.679284963196636,missense_variant:3;synonymous_variant:49
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19735,fkpB,gene,protein_coding,NZ_AP027764.1,-,450,450,1.0,True,9,0,0,9,0,0,20.0,synonymous_variant:9
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19740,lspA,gene,protein_coding,NZ_AP027764.1,-,495,495,1.0,True,9,0,4,5,0,0,18.181818181818183,missense_variant:4;synonymous_variant:5
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19745,ileS,gene,protein_coding,NZ_AP027764.1,-,2817,2817,1.0,True,64,0,4,60,0,0,22.719204827831025,missense_variant:4;synonymous_variant:60
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19750,ribF,gene,protein_coding,NZ_AP027764.1,-,942,942,1.0,True,14,0,3,11,0,0,14.8619957537155,missense_variant:3;synonymous_variant:11
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19755,yaaY,gene,protein_coding,NZ_AP027764.1,-,219,219,1.0,True,5,0,3,2,0,0,22.831050228310502,missense_variant:3;synonymous_variant:2
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19760,rpsT,gene,protein_coding,NZ_AP027764.1,+,264,264,1.0,True,0,0,0,0,0,0,0.0,
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19765,AABJ99_RS19765,gene,protein_coding,NZ_AP027764.1,+,1452,0,0.0,False,0,0,0,0,0,0,,
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19770,AABJ99_RS19770,gene,protein_coding,NZ_AP027764.1,+,534,0,0.0,False,0,0,0,0,0,0,,
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19775,AABJ99_RS19775,pseudogene,pseudogene,NZ_AP027764.1,+,681,0,0.0,False,0,0,0,0,0,0,,
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19780,AABJ99_RS19780,pseudogene,pseudogene,NZ_AP027764.1,+,1456,0,0.0,False,0,0,0,0,0,0,,
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19785,AABJ99_RS19785,pseudogene,pseudogene,NZ_AP027764.1,+,962,541,0.5623700623700624,False,19,0,18,1,0,19,35.12014787430684,missense_variant:18;synonymous_variant:1
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19790,nhaR,gene,protein_coding,NZ_AP027764.1,-,900,900,1.0,True,38,0,0,38,0,0,42.22222222222222,synonymous_variant:38
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19795,nhaA,gene,protein_coding,NZ_AP027764.1,-,1167,1167,1.0,True,41,0,3,38,0,0,35.132819194515854,missense_variant:3;synonymous_variant:38
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19800,AABJ99_RS19800,gene,protein_coding,NZ_AP027764.1,-,1260,0,0.0,False,0,0,0,0,0,0,,
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19805,AABJ99_RS19805,gene,protein_coding,NZ_AP027764.1,-,1494,0,0.0,False,0,0,0,0,0,0,,
GCF_036503815.1,2017-02-2CC,alternative,False,AABJ99_RS19810,AABJ99_RS19810,gene,protein_coding,NZ_AP027764.1,-,762,0,0.0,False,0,0,0,0,0,0,,
