baseline_accession,baseline_gene_id,baseline_gene_name,alternative_accession,alternative_label,project13_alternative_eligible,relationship,orthogroups,alternative_gene_ids,alternative_gene_names,renamed_one_to_one,comparison_status,comparable,baseline_callable_fraction,alternative_callable_fraction,baseline_callable_cds_bases,alternative_callable_cds_bases,baseline_distinct_variant_count,alternative_distinct_variant_count,baseline_high_impact_variants,alternative_high_impact_variants,baseline_variant_density_per_1000_callable_cds,alternative_variant_density_per_1000_callable_cds,alternative_minus_baseline_density,alternative_to_baseline_density_ratio,density_direction
GCF_000005845.2,b0479,fsr,GCF_005843885.1,E4742,False,one_to_one,OG0000828,FEM44_RS16940,fsr,False,alternative_low_callability,False,1.0,0.1678951678951679,1221,205,2,0,0,0,1.638001638001638,0.0,,,not_comparable
GCF_000005845.2,b0480,ushA,GCF_005843885.1,E4742,False,one_to_one,OG0003188,FEM44_RS16945,ushA,False,alternative_low_callability,False,1.0,0.08287961282516637,1653,137,0,0,0,0,0.0,0.0,,,not_comparable
GCF_000005845.2,b0481,ybaK,GCF_005843885.1,E4742,False,one_to_one,OG0000829,FEM44_RS16950,ybaK,False,alternative_low_callability,False,1.0,0.6708333333333333,480,322,0,25,0,0,0.0,77.63975155279503,,,not_comparable
GCF_000005845.2,b4585,chiX,GCF_005843885.1,E4742,False,no_protein,,,,False,no_protein,False,,,0,,0,,0,,,,,,not_comparable
GCF_000005845.2,b0482,ybaP,GCF_005843885.1,E4742,False,one_to_one,OG0000830,FEM44_RS16955,FEM44_RS16955,True,alternative_low_callability,False,1.0,0.061635220125786164,795,49,0,9,0,0,0.0,183.6734693877551,,,not_comparable
GCF_000005845.2,b0483,ybaQ,GCF_005843885.1,E4742,False,no_ortholog,OG0003881,,,False,no_ortholog,False,1.0,,342,,0,,0,,0.0,,,,not_comparable
GCF_000005845.2,b0484,copA,GCF_005843885.1,E4742,False,one_to_one,OG0000132,FEM44_RS16960,copA,False,alternative_low_callability,False,1.0,0.027944111776447105,2505,70,0,13,0,0,0.0,185.71428571428572,,,not_comparable
GCF_000005845.2,b0485,glsA,GCF_005843885.1,E4742,False,one_to_one,OG0003189,FEM44_RS16965,glsA,False,alternative_low_callability,False,1.0,0.37191854233654875,933,347,0,4,0,0,0.0,11.527377521613833,,,not_comparable
GCF_000005845.2,b0486,ybaT,GCF_005843885.1,E4742,False,one_to_one,OG0000831,FEM44_RS16970,FEM44_RS16970,True,alternative_low_callability,False,1.0,0.18638824439288476,1293,241,17,4,0,0,13.147718484145399,16.597510373443985,,,not_comparable
GCF_000005845.2,b0487,cueR,GCF_005843885.1,E4742,False,one_to_one,OG0000832,FEM44_RS16995,cueR,False,alternative_low_callability,False,1.0,0.49019607843137253,408,200,1,8,0,0,2.450980392156863,40.0,,,not_comparable
GCF_000005845.2,b0488,ybbJ,GCF_005843885.1,E4742,False,one_to_one,OG0000833,FEM44_RS17020,FEM44_RS17020,True,alternative_low_callability,False,1.0,0.45098039215686275,459,207,3,0,0,0,6.5359477124183005,0.0,,,not_comparable
GCF_000005845.2,b0489,qmcA,GCF_005843885.1,E4742,False,one_to_one,OG0000229,FEM44_RS17025,FEM44_RS17025,True,alternative_low_callability,False,1.0,0.4662309368191721,918,428,12,29,0,0,13.071895424836601,67.75700934579439,,,not_comparable
GCF_000005845.2,b0490,fetA,GCF_005843885.1,E4742,False,one_to_one,OG0000834,FEM44_RS17030,fetA,False,alternative_low_callability,False,1.0,0.532448377581121,678,361,10,34,0,0,14.749262536873156,94.18282548476455,,,not_comparable
GCF_000005845.2,b0491,fetB,GCF_005843885.1,E4742,False,one_to_one,OG0000835,FEM44_RS17035,fetB,False,alternative_low_callability,False,1.0,0.1294871794871795,780,101,1,12,0,0,1.2820512820512822,118.81188118811882,,,not_comparable
GCF_000005845.2,b0492,cnoX,GCF_005843885.1,E4742,False,one_to_one,OG0000836,FEM44_RS17040,cnoX,False,alternative_low_callability,False,1.0,0.02456140350877193,855,21,5,1,0,0,5.847953216374269,47.61904761904762,,,not_comparable
GCF_000005845.2,b0493,ybbO,GCF_005843885.1,E4742,False,one_to_one,OG0000837,FEM44_RS17045,ybbO,False,alternative_low_callability,False,1.0,0.08271604938271605,810,67,9,9,0,0,11.11111111111111,134.32835820895522,,,not_comparable
GCF_000005845.2,b0494,tesA,GCF_005843885.1,E4742,False,one_to_one,OG0000838,FEM44_RS17050,tesA,False,alternative_low_callability,False,1.0,0.0,627,0,0,0,0,0,0.0,,,,not_comparable
GCF_000005845.2,b0495,ybbA,GCF_005843885.1,E4742,False,one_to_one,OG0000839,FEM44_RS17055,ybbA,False,alternative_low_callability,False,1.0,0.0,687,0,0,0,0,0,0.0,,,,not_comparable
GCF_000005845.2,b0496,ybbP,GCF_005843885.1,E4742,False,one_to_one,OG0000840,FEM44_RS17060,ybbP,False,alternative_low_callability,False,1.0,0.189648033126294,2415,458,7,33,0,0,2.898550724637681,72.0524017467249,,,not_comparable
GCF_000005845.2,b0497,rhsD,GCF_005843885.1,E4742,False,no_ortholog,OG0000014,,,False,no_ortholog,False,0.9523475823405746,,4077,,37,,0,,9.075300466028942,,,,not_comparable
GCF_000005845.2,b0498,ybbC,GCF_005843885.1,E4742,False,many_to_one,OG0003882,FEM44_RS17910,FEM44_RS17910,False,many_to_one,False,1.0,,369,,0,,0,,0.0,,,,not_comparable
GCF_000005845.2,b0499,ylbH,GCF_005843885.1,E4742,False,no_protein,,,,False,no_protein,False,,,0,,0,,0,,,,,,not_comparable
GCF_000005845.2,b0501,ybbD,GCF_005843885.1,E4742,False,no_protein,,,,False,no_protein,False,,,0,,0,,0,,,,,,not_comparable
GCF_000005845.2,b4632,ylbI,GCF_005843885.1,E4742,False,no_protein,,,,False,no_protein,False,,,0,,0,,0,,,,,,not_comparable
GCF_000005845.2,b0502,ylbG,GCF_005843885.1,E4742,False,no_ortholog,OG0005370,,,False,no_ortholog,False,1.0,,372,,0,,0,,0.0,,,,not_comparable
GCF_000005845.2,b0503,selU,GCF_005843885.1,E4742,False,one_to_one,OG0000841,FEM44_RS17090,mnmH,True,alternative_low_callability,False,1.0,0.37669376693766937,1095,417,0,27,0,0,0.0,64.74820143884892,,,not_comparable
GCF_000005845.2,b0504,allS,GCF_005843885.1,E4742,False,one_to_one,OG0003576,FEM44_RS17095,allS,False,alternative_low_callability,False,1.0,0.5091693635382956,927,472,0,36,0,0,0.0,76.27118644067797,,,not_comparable
GCF_000005845.2,b0505,allA,GCF_005843885.1,E4742,False,one_to_one,OG0003190,FEM44_RS17100,allA,False,alternative_low_callability,False,1.0,0.0,483,0,1,0,0,0,2.070393374741201,,,,not_comparable
GCF_000005845.2,b0506,allR,GCF_005843885.1,E4742,False,one_to_one,OG0003191,FEM44_RS17105,allR,False,alternative_low_callability,False,1.0,0.05759803921568627,816,47,0,0,0,0,0.0,0.0,,,not_comparable
GCF_000005845.2,b4831,allZ,GCF_005843885.1,E4742,False,no_protein,,,,False,no_protein,False,,,0,,0,,0,,,,,,not_comparable
GCF_000005845.2,b0507,gcl,GCF_005843885.1,E4742,False,one_to_one,OG0003192,FEM44_RS17110,gcl,False,alternative_low_callability,False,1.0,0.32940516273849607,1782,587,1,37,0,0,0.5611672278338945,63.03236797274276,,,not_comparable
GCF_000005845.2,b0508,hyi,GCF_005843885.1,E4742,False,one_to_one,OG0003193,FEM44_RS17115,hyi,False,alternative_low_callability,False,1.0,0.01673101673101673,777,13,0,4,0,0,0.0,307.6923076923077,,,not_comparable
GCF_000005845.2,b0509,glxR,GCF_005843885.1,E4742,False,one_to_one,OG0000057,FEM44_RS17120,glxR,False,alternative_low_callability,False,1.0,0.3924914675767918,879,345,1,30,0,0,1.1376564277588168,86.95652173913044,,,not_comparable
GCF_000005845.2,b0511,allW,GCF_005843885.1,E4742,False,one_to_one,OG0003194,FEM44_RS17125,FEM44_RS17125,True,alternative_low_callability,False,1.0,0.2501718213058419,1455,364,0,30,0,0,0.0,82.41758241758242,,,not_comparable
GCF_000005845.2,b0512,allB,GCF_005843885.1,E4742,False,one_to_one,OG0003577,FEM44_RS17130,allB,False,alternative_low_callability,False,1.0,0.0,1362,0,8,0,0,0,5.873715124816447,,,,not_comparable
GCF_000005845.2,b0513,ybbY,GCF_005843885.1,E4742,False,one_to_one,OG0003195,FEM44_RS17135,FEM44_RS17135,True,alternative_low_callability,False,1.0,0.32565284178187404,1302,424,20,47,0,0,15.360983102918587,110.84905660377359,,,not_comparable
GCF_000005845.2,b0514,glxK,GCF_005843885.1,E4742,False,one_to_one,OG0000058,FEM44_RS17140,glxK,False,alternative_low_callability,False,1.0,0.1457242582897033,1146,167,18,20,0,0,15.706806282722512,119.76047904191617,,,not_comparable
GCF_000005845.2,b0515,allE,GCF_005843885.1,E4742,False,one_to_one,OG0003196,FEM44_RS17145,allE,False,alternative_low_callability,False,1.0,0.21755725190839695,786,171,14,24,0,0,17.8117048346056,140.35087719298247,,,not_comparable
GCF_000005845.2,b0516,allC,GCF_005843885.1,E4742,False,one_to_one,OG0003197,FEM44_RS17150,allC,False,alternative_low_callability,False,1.0,0.0372168284789644,1236,46,12,8,0,0,9.70873786407767,173.91304347826087,,,not_comparable
GCF_000005845.2,b0517,allD,GCF_005843885.1,E4742,False,one_to_one,OG0000230,FEM44_RS17155,allD,False,alternative_low_callability,False,1.0,0.06571428571428571,1050,69,11,9,0,0,10.476190476190476,130.43478260869566,,,not_comparable
GCF_000005845.2,b0518,fdrA,GCF_005843885.1,E4742,False,one_to_one,OG0003578,FEM44_RS17160,FEM44_RS17160,True,alternative_low_callability,False,1.0,0.2577937649880096,1668,430,42,36,0,0,25.179856115107913,83.72093023255815,,,not_comparable
GCF_000005845.2,b4572,ylbE,GCF_005843885.1,E4742,False,one_to_one,OG0003698,FEM44_RS17165,FEM44_RS17165,True,alternative_low_callability,False,1.0,0.0,1260,0,13,0,0,0,10.317460317460318,,,,not_comparable
GCF_000005845.2,b0520,ylbF,GCF_005843885.1,E4742,False,one_to_one,OG0000842,FEM44_RS17170,FEM44_RS17170,True,alternative_low_callability,False,1.0,0.07720588235294118,816,63,16,8,0,0,19.607843137254903,126.98412698412699,,,not_comparable
GCF_000005845.2,b0521,ybcF,GCF_005843885.1,E4742,False,no_ortholog,OG0005015,,,False,no_ortholog,False,1.0,,894,,19,,0,,21.252796420581657,,,,not_comparable
GCF_000005845.2,b0522,purK,GCF_005843885.1,E4742,False,one_to_one,OG0003198,FEM44_RS17180,purK,False,alternative_low_callability,False,1.0,0.0,1068,0,27,0,0,0,25.280898876404493,,,,not_comparable
GCF_000005845.2,b0523,purE,GCF_005843885.1,E4742,False,one_to_one,OG0000843,FEM44_RS17185,purE,False,alternative_low_callability,False,1.0,0.0,510,0,5,0,0,0,9.803921568627452,,,,not_comparable
GCF_000005845.2,b0524,lpxH,GCF_005843885.1,E4742,False,one_to_one,OG0000844,FEM44_RS17190,lpxH,False,alternative_low_callability,False,1.0,0.0,723,0,16,0,0,0,22.130013831258644,,,,not_comparable
GCF_000005845.2,b0525,ppiB,GCF_005843885.1,E4742,False,one_to_one,OG0000845,FEM44_RS17195,ppiB,False,alternative_low_callability,False,1.0,0.0,495,0,0,0,0,0,0.0,,,,not_comparable
GCF_000005845.2,b0526,cysS,GCF_005843885.1,E4742,False,one_to_one,OG0000846,FEM44_RS17200,cysS,False,alternative_low_callability,False,1.0,0.0,1386,0,10,0,0,0,7.215007215007215,,,,not_comparable
GCF_000005845.2,b0527,ybcI,GCF_005843885.1,E4742,False,one_to_one,OG0000847,FEM44_RS17205,FEM44_RS17205,True,alternative_low_callability,False,1.0,0.08045977011494253,522,42,12,4,0,0,22.988505747126435,95.23809523809524,,,not_comparable
GCF_000005845.2,b0528,ybcJ,GCF_005843885.1,E4742,False,one_to_one,OG0000848,FEM44_RS17210,ybcJ,False,alternative_low_callability,False,1.0,0.18309859154929578,213,39,0,0,0,0,0.0,0.0,,,not_comparable
GCF_000005845.2,b0529,folD,GCF_005843885.1,E4742,False,one_to_one,OG0000849,FEM44_RS17215,folD,False,alternative_low_callability,False,1.0,0.10380622837370242,867,90,0,10,0,0,0.0,111.11111111111111,,,not_comparable
GCF_000005845.2,b0530,sfmA,GCF_005843885.1,E4742,False,no_ortholog,OG0000000,,,False,no_ortholog,False,1.0,,543,,0,,0,,0.0,,,,not_comparable
GCF_000005845.2,b0531,sfmC,GCF_005843885.1,E4742,False,no_ortholog,OG0000017,,,False,no_ortholog,False,1.0,,693,,0,,0,,0.0,,,,not_comparable
GCF_000005845.2,b0532,sfmD,GCF_005843885.1,E4742,False,many_to_one,OG0000003,FEM44_RS10045,FEM44_RS10045,False,many_to_one,False,1.0,,2604,,17,,0,,6.528417818740399,,,,not_comparable
GCF_000005845.2,b0533,sfmH,GCF_005843885.1,E4742,False,no_ortholog,OG0000059,,,False,no_ortholog,False,1.0,,984,,6,,0,,6.097560975609756,,,,not_comparable
GCF_000005845.2,b0534,sfmF,GCF_005843885.1,E4742,False,many_to_one,OG0000000,FEM44_RS10035,FEM44_RS10035,False,many_to_one,False,1.0,,516,,4,,0,,7.751937984496124,,,,not_comparable
GCF_000005845.2,b0535,fimZ,GCF_005843885.1,E4742,False,no_ortholog,OG0003883,,,False,no_ortholog,False,1.0,,633,,4,,0,,6.3191153238546605,,,,not_comparable
GCF_000005845.2,b0536,argU,GCF_005843885.1,E4742,False,no_protein,,,,False,no_protein,False,,,0,,0,,0,,,,,,not_comparable
GCF_000005845.2,b0537,intD,GCF_005843885.1,E4742,False,no_ortholog,OG0004326,,,False,no_ortholog,False,1.0,,1164,,3,,0,,2.577319587628866,,,,not_comparable
GCF_000005845.2,b4633,xisD,GCF_005843885.1,E4742,False,no_protein,,,,False,no_protein,False,,,0,,1,,0,,,,,,not_comparable
GCF_000005845.2,b0539,exoD,GCF_005843885.1,E4742,False,no_protein,,,,False,no_protein,False,,,0,,7,,0,,,,,,not_comparable
GCF_000005845.2,b4508,peaD,GCF_005843885.1,E4742,False,no_protein,,,,False,no_protein,False,,,0,,4,,0,,,,,,not_comparable
GCF_000005845.2,b0542,renD,GCF_005843885.1,E4742,False,no_protein,,,,False,no_protein,False,0.954248366013072,,292,,2,,0,,6.8493150684931505,,,,not_comparable
GCF_000005845.2,b0540,insE3,GCF_005843885.1,E4742,False,no_ortholog,OG0000009,,,False,no_ortholog,False,0.0,,0,,0,,0,,,,,,not_comparable
GCF_000005845.2,b0541,insF3,GCF_005843885.1,E4742,False,no_ortholog,OG0000009,,,False,no_ortholog,False,0.0,,0,,0,,0,,,,,,not_comparable
GCF_000005845.2,b0543,emrE,GCF_005843885.1,E4742,False,many_to_one,OG0000021,FEM44_RS17235,emrE,False,many_to_one,False,1.0,,333,,3,,0,,9.00900900900901,,,,not_comparable
GCF_000005845.2,b4733,ylcJ,GCF_005843885.1,E4742,False,no_ortholog,OG0005530,,,False,no_ortholog,False,1.0,,150,,1,,0,,6.666666666666667,,,,not_comparable
GCF_000005845.2,b0544,ybcK,GCF_005843885.1,E4742,False,no_ortholog,OG0005233,,,False,no_ortholog,False,1.0,,1527,,1,,0,,0.6548788474132285,,,,not_comparable
GCF_000005845.2,b0545,ybcL,GCF_005843885.1,E4742,False,no_ortholog,OG0003884,,,False,no_ortholog,False,1.0,,552,,0,,0,,0.0,,,,not_comparable
GCF_000005845.2,b0546,ybcM,GCF_005843885.1,E4742,False,no_ortholog,OG0004393,,,False,no_ortholog,False,1.0,,798,,0,,0,,0.0,,,,not_comparable
GCF_000005845.2,b4588,ylcH,GCF_005843885.1,E4742,False,no_ortholog,OG0004498,,,False,no_ortholog,False,1.0,,102,,1,,0,,9.803921568627452,,,,not_comparable
GCF_000005845.2,b0547,ybcN,GCF_005843885.1,E4742,False,no_ortholog,OG0004394,,,False,no_ortholog,False,1.0,,456,,5,,0,,10.964912280701755,,,,not_comparable
GCF_000005845.2,b0548,ninE,GCF_005843885.1,E4742,False,no_ortholog,OG0004395,,,False,no_ortholog,False,1.0,,171,,5,,0,,29.239766081871345,,,,not_comparable
GCF_000005845.2,b0549,ybcO,GCF_005843885.1,E4742,False,one_to_one,OG0003199,FEM44_RS21910,FEM44_RS21910,True,alternative_low_callability,False,1.0,0.0,291,0,10,0,0,0,34.36426116838488,,,,not_comparable
GCF_000005845.2,b0550,rusA,GCF_005843885.1,E4742,False,one_to_many,OG0000083,FEM44_RS19540;FEM44_RS20575,FEM44_RS19540;FEM44_RS20575,False,one_to_many,False,1.0,,363,,19,,0,,52.34159779614325,,,,not_comparable
GCF_000005845.2,b4509,ylcG,GCF_005843885.1,E4742,False,no_ortholog,OG0004049,,,False,no_ortholog,False,1.0,,141,,5,,0,,35.46099290780142,,,,not_comparable
GCF_000005845.2,b0551,quuD,GCF_005843885.1,E4742,False,no_ortholog,OG0003546,,,False,no_ortholog,False,1.0,,384,,3,,0,,7.8125,,,,not_comparable
GCF_000005845.2,b0553,nmpC,GCF_005843885.1,E4742,False,no_protein,,,,False,no_protein,False,0.4408014571948998,,484,,9,,0,,18.59504132231405,,,,not_comparable
GCF_000005845.2,b0552,insH2,GCF_005843885.1,E4742,False,no_ortholog,OG0000024,,,False,no_ortholog,False,0.0,,0,,0,,0,,,,,,not_comparable
GCF_000005845.2,b0554,essD,GCF_005843885.1,E4742,False,no_ortholog,OG0000513,,,False,no_ortholog,False,1.0,,216,,3,,0,,13.88888888888889,,,,not_comparable
GCF_000005845.2,b0555,rrrD,GCF_005843885.1,E4742,False,one_to_one,OG0003155,FEM44_RS00385,rrrD,False,alternative_low_callability,False,1.0,0.13855421686746988,498,69,20,5,0,0,40.16064257028113,72.46376811594203,,,not_comparable
GCF_000005845.2,b0556,rzpD,GCF_005843885.1,E4742,False,no_ortholog,OG0000419,,,False,no_ortholog,False,1.0,,462,,13,,0,,28.138528138528137,,,,not_comparable
GCF_000005845.2,b4510,rzoD,GCF_005843885.1,E4742,False,no_ortholog,OG0004522,,,False,no_ortholog,False,1.0,,183,,1,,0,,5.46448087431694,,,,not_comparable
GCF_000005845.2,b0557,borD,GCF_005843885.1,E4742,False,no_ortholog,OG0003200,,,False,no_ortholog,False,1.0,,294,,2,,0,,6.802721088435374,,,,not_comparable
GCF_000005845.2,b0558,ybcV,GCF_005843885.1,E4742,False,no_ortholog,OG0003885,,,False,no_ortholog,False,1.0,,411,,6,,0,,14.598540145985401,,,,not_comparable
GCF_000005845.2,b0559,ybcW,GCF_005843885.1,E4742,False,no_ortholog,OG0003886,,,False,no_ortholog,False,1.0,,207,,1,,0,,4.830917874396135,,,,not_comparable
GCF_000005845.2,b4589,ylcI,GCF_005843885.1,E4742,False,no_ortholog,OG0003431,,,False,no_ortholog,False,1.0,,195,,1,,0,,5.128205128205129,,,,not_comparable
GCF_000005845.2,b0560,nohD,GCF_005843885.1,E4742,False,many_to_one,OG0000133,FEM44_RS19605,FEM44_RS19605,False,many_to_one,False,0.6428571428571429,,351,,0,,0,,0.0,,,,not_comparable
GCF_000005845.2,b4634,aaaD,GCF_005843885.1,E4742,False,no_protein,,,,False,no_protein,False,,,0,,0,,0,,,,,,not_comparable
GCF_000005845.2,b0561,tfaD,GCF_005843885.1,E4742,False,many_to_many,OG0000012,FEM44_RS19730;FEM44_RS20770;FEM44_RS22105,FEM44_RS19730;FEM44_RS20770;FEM44_RS22105,False,many_to_many,False,0.24468085106382978,,138,,0,,0,,0.0,,,,not_comparable
GCF_000005845.2,b0562,ybcY,GCF_005843885.1,E4742,False,no_protein,,,,False,no_protein,False,,,0,,0,,0,,,,,,not_comparable
GCF_000005845.2,b0563,tfaX,GCF_005843885.1,E4742,False,many_to_many,OG0000012,FEM44_RS19730;FEM44_RS20770;FEM44_RS22105,FEM44_RS19730;FEM44_RS20770;FEM44_RS22105,False,many_to_many,False,0.0,,0,,0,,0,,,,,,not_comparable
GCF_000005845.2,b0564,appY,GCF_005843885.1,E4742,False,no_ortholog,OG0003527,,,False,no_ortholog,False,0.0,,0,,0,,0,,,,,,not_comparable
GCF_000005845.2,b0565,ompT,GCF_005843885.1,E4742,False,one_to_many,OG0000090,FEM44_RS05105;FEM44_RS13015;FEM44_RS22510,FEM44_RS05105;FEM44_RS13015;FEM44_RS22510,False,one_to_many,False,0.0,,0,,0,,0,,,,,,not_comparable
GCF_000005845.2,b0566,envY,GCF_005843885.1,E4742,False,no_ortholog,OG0003824,,,False,no_ortholog,False,0.0,,0,,0,,0,,,,,,not_comparable
GCF_000005845.2,b0567,ybcH,GCF_005843885.1,E4742,False,one_to_one,OG0000850,FEM44_RS17255,FEM44_RS17255,True,both_low_callability,False,0.0,0.0,0,0,0,0,0,0,,,,,not_comparable
GCF_000005845.2,b0568,nfrA,GCF_005843885.1,E4742,False,one_to_one,OG0000851,FEM44_RS17260,nfrA,False,both_low_callability,False,0.0,0.0,0,0,0,0,0,0,,,,,not_comparable
GCF_000005845.2,b0569,nfrB,GCF_005843885.1,E4742,False,one_to_one,OG0000852,FEM44_RS17265,nfrB,False,both_low_callability,False,0.0,0.0,0,0,0,0,0,0,,,,,not_comparable
GCF_000005845.2,b0570,cusS,GCF_005843885.1,E4742,False,one_to_one,OG0000091,FEM44_RS17270,cusS,False,alternative_low_callability,False,0.9875259875259875,0.3097713097713098,1425,447,27,37,0,0,18.94736842105263,82.77404921700224,,,not_comparable
GCF_000005845.2,b0571,cusR,GCF_005843885.1,E4742,False,one_to_one,OG0000401,FEM44_RS17275,cusR,False,alternative_low_callability,False,1.0,0.13304093567251463,684,91,22,12,0,0,32.16374269005848,131.86813186813185,,,not_comparable
GCF_000005845.2,b0572,cusC,GCF_005843885.1,E4742,False,one_to_one,OG0000231,FEM44_RS17280,cusC,False,alternative_low_callability,False,1.0,0.336231884057971,1374,464,33,44,0,0,24.017467248908297,94.82758620689656,,,not_comparable
GCF_000005845.2,b0573,cusF,GCF_005843885.1,E4742,False,one_to_one,OG0000232,FEM44_RS17285,cusF,False,alternative_low_callability,False,1.0,0.0,333,0,4,0,0,0,12.012012012012011,,,,not_comparable
GCF_000005845.2,b0574,cusB,GCF_005843885.1,E4742,False,one_to_one,OG0000233,FEM44_RS17290,cusB,False,alternative_low_callability,False,1.0,0.0,1224,0,0,5,0,0,0.0,,,,not_comparable
GCF_000005845.2,b0575,cusA,GCF_005843885.1,E4742,False,one_to_one,OG0000234,FEM44_RS17295,cusA,False,alternative_low_callability,False,1.0,0.03657760814249364,3144,115,1,12,0,0,0.31806615776081426,104.34782608695652,,,not_comparable
GCF_000005845.2,b0576,pheP,GCF_005843885.1,E4742,False,one_to_one,OG0000428,FEM44_RS17300,pheP,False,alternative_low_callability,False,1.0,0.16992046276211134,1377,235,7,20,0,0,5.083514887436456,85.1063829787234,,,not_comparable
GCF_000005845.2,b0577,ybdG,GCF_005843885.1,E4742,False,one_to_one,OG0000853,FEM44_RS17305,ybdG,False,alternative_low_callability,False,1.0,0.14182692307692307,1248,177,6,22,0,1,4.8076923076923075,124.29378531073446,,,not_comparable
GCF_000005845.2,b0578,nfsB,GCF_005843885.1,E4742,False,one_to_one,OG0000854,FEM44_RS17310,nfsB,False,alternative_low_callability,False,1.0,0.23547400611620795,654,154,12,16,0,0,18.34862385321101,103.8961038961039,,,not_comparable
GCF_000005845.2,b0579,ybdF,GCF_005843885.1,E4742,False,one_to_one,OG0000855,FEM44_RS17315,FEM44_RS17315,True,alternative_low_callability,False,1.0,0.13008130081300814,369,48,2,5,0,0,5.420054200542006,104.16666666666667,,,not_comparable
GCF_000005845.2,b0580,ybdJ,GCF_005843885.1,E4742,False,one_to_one,OG0000856,FEM44_RS17320,FEM44_RS17320,True,alternative_low_callability,False,1.0,0.0,249,0,5,0,0,0,20.080321285140563,,,,not_comparable
GCF_000005845.2,b0581,ybdK,GCF_005843885.1,E4742,False,one_to_one,OG0000857,FEM44_RS17325,FEM44_RS17325,True,alternative_low_callability,False,1.0,0.10187667560321716,1119,114,15,11,0,0,13.404825737265416,96.49122807017544,,,not_comparable
GCF_000005845.2,b4835,sokE,GCF_005843885.1,E4742,False,no_protein,,,,False,no_protein,False,,,0,,0,,0,,,,,,not_comparable
GCF_000005845.2,b4415,hokE,GCF_005843885.1,E4742,False,one_to_one,OG0003137,FEM44_RS17340,hokE,False,alternative_low_callability,False,1.0,0.22875816993464052,153,35,0,5,0,0,0.0,142.85714285714286,,,not_comparable
GCF_000005845.2,b0582,insL2,GCF_005843885.1,E4742,False,no_ortholog,OG0003556,,,False,no_ortholog,False,0.38185085354896675,,425,,0,,0,,0.0,,,,not_comparable
GCF_000005845.2,b0583,entD,GCF_005843885.1,E4742,False,one_to_one,OG0000858,FEM44_RS17345,entD,False,alternative_low_callability,False,1.0,0.1610305958132045,621,100,0,2,0,0,0.0,20.0,,,not_comparable
GCF_000005845.2,b0584,fepA,GCF_005843885.1,E4742,False,one_to_one,OG0000859,FEM44_RS17350,fepA,False,alternative_low_callability,False,1.0,0.07407407407407407,2241,166,1,18,0,0,0.4462293618920125,108.43373493975903,,,not_comparable
GCF_000005845.2,b0585,fes,GCF_005843885.1,E4742,False,one_to_one,OG0000235,FEM44_RS17355,fes,False,alternative_low_callability,False,1.0,0.1172069825436409,1203,141,1,12,0,0,0.8312551953449709,85.1063829787234,,,not_comparable
GCF_000005845.2,b4511,ybdZ,GCF_005843885.1,E4742,False,one_to_one,OG0003081,FEM44_RS17360,ybdZ,False,alternative_low_callability,False,1.0,0.0,219,0,0,0,0,0,0.0,,,,not_comparable
GCF_000005845.2,b0586,entF,GCF_005843885.1,E4742,False,one_to_one,OG0000860,FEM44_RS17365,entF,False,alternative_low_callability,False,1.0,0.24007173968741993,3882,937,31,74,0,0,7.985574446161772,78.97545357524012,,,not_comparable
GCF_000005845.2,b0587,fepE,GCF_005843885.1,E4742,False,one_to_one,OG0000236,FEM44_RS17370,wzz(fepE),True,alternative_low_callability,False,1.0,0.3747795414462081,1134,425,15,27,0,1,13.227513227513228,63.529411764705884,,,not_comparable
GCF_000005845.2,b0588,fepC,GCF_005843885.1,E4742,False,one_to_one,OG0000861,FEM44_RS17375,fepC,False,alternative_low_callability,False,1.0,0.37254901960784315,816,304,21,1,0,0,25.735294117647058,3.289473684210526,,,not_comparable
GCF_000005845.2,b0589,fepG,GCF_005843885.1,E4742,False,one_to_one,OG0000862,FEM44_RS17380,fepG,False,alternative_low_callability,False,1.0,0.20644511581067473,993,205,22,24,0,0,22.15508559919436,117.07317073170732,,,not_comparable
GCF_000005845.2,b0590,fepD,GCF_005843885.1,E4742,False,one_to_one,OG0000863,FEM44_RS17385,fepD,False,alternative_low_callability,False,1.0,0.08358208955223881,1005,84,27,11,0,0,26.865671641791046,130.95238095238096,,,not_comparable
GCF_000005845.2,b0591,entS,GCF_005843885.1,E4742,False,one_to_one,OG0000864,FEM44_RS17390,entS,False,alternative_low_callability,False,1.0,0.36610711430855314,1251,458,34,49,0,0,27.17825739408473,106.98689956331877,,,not_comparable
GCF_000005845.2,b0592,fepB,GCF_005843885.1,E4742,False,one_to_one,OG0000865,FEM44_RS17395,fepB,False,alternative_low_callability,False,1.0,0.0,957,0,25,0,0,0,26.12330198537095,,,,not_comparable
GCF_000005845.2,b0593,entC,GCF_005843885.1,E4742,False,one_to_one,OG0000866,FEM44_RS17400,entC,False,alternative_low_callability,False,1.0,0.2950680272108844,1176,347,26,35,0,0,22.108843537414966,100.86455331412104,,,not_comparable
GCF_000005845.2,b0594,entE,GCF_005843885.1,E4742,False,one_to_one,OG0000867,FEM44_RS17405,entE,False,alternative_low_callability,False,1.0,0.0,1611,0,30,0,0,0,18.6219739292365,,,,not_comparable
GCF_000005845.2,b0595,entB,GCF_005843885.1,E4742,False,one_to_one,OG0000868,FEM44_RS17410,entB,False,alternative_low_callability,False,1.0,0.10606060606060606,858,91,15,14,0,0,17.482517482517483,153.84615384615384,,,not_comparable
