accession,species_key,source_protein_id,prepared_protein_id,gene_id,gene_name,feature_id,mapping_status
GCF_036503815.1,GCF_036503815.1,WP_000864318.1,GCF_036503815.1__WP_000864318.1,AABJ99_RS24035,AABJ99_RS24035,gene-AABJ99_RS24035,mapped
GCF_036503815.1,GCF_036503815.1,WP_000865555.1,GCF_036503815.1__WP_000865555.1,AABJ99_RS08140,ompC,gene-AABJ99_RS08140,mapped
GCF_036503815.1,GCF_036503815.1,WP_000866436.1,GCF_036503815.1__WP_000866436.1,AABJ99_RS18330,ykgO,gene-AABJ99_RS18330,mapped
GCF_036503815.1,GCF_036503815.1,WP_000866672.1,GCF_036503815.1__WP_000866672.1,AABJ99_RS23360,wecB,gene-AABJ99_RS23360,mapped
GCF_036503815.1,GCF_036503815.1,WP_000867152.1,GCF_036503815.1__WP_000867152.1,AABJ99_RS23680,pstS,gene-AABJ99_RS23680,mapped
GCF_036503815.1,GCF_036503815.1,WP_000867217.1,GCF_036503815.1__WP_000867217.1,AABJ99_RS10000,dsrB,gene-AABJ99_RS10000,mapped
GCF_036503815.1,GCF_036503815.1,WP_000867670.1,GCF_036503815.1__WP_000867670.1,AABJ99_RS07405,ypdI,gene-AABJ99_RS07405,mapped
GCF_036503815.1,GCF_036503815.1,WP_000868187.1,GCF_036503815.1__WP_000868187.1,AABJ99_RS02390,rpmJ,gene-AABJ99_RS02390,mapped
GCF_036503815.1,GCF_036503815.1,WP_000869186.1,GCF_036503815.1__WP_000869186.1,AABJ99_RS03675,hldE,gene-AABJ99_RS03675,mapped
GCF_036503815.1,GCF_036503815.1,WP_000870712.1,GCF_036503815.1__WP_000870712.1,AABJ99_RS20370,yjjG,gene-AABJ99_RS20370,mapped
GCF_036503815.1,GCF_036503815.1,WP_000871981.1,GCF_036503815.1__WP_000871981.1,AABJ99_RS15790,ybhQ,gene-AABJ99_RS15790,mapped
GCF_036503815.1,GCF_036503815.1,WP_000872908.1,GCF_036503815.1__WP_000872908.1,AABJ99_RS22565,rraA,gene-AABJ99_RS22565,mapped
GCF_036503815.1,GCF_036503815.1,WP_000873539.1,GCF_036503815.1__WP_000873539.1,AABJ99_RS24620,AABJ99_RS24620,gene-AABJ99_RS24620,mapped
GCF_036503815.1,GCF_036503815.1,WP_000874115.1,GCF_036503815.1__WP_000874115.1,AABJ99_RS14775,AABJ99_RS14775,gene-AABJ99_RS14775,mapped
GCF_036503815.1,GCF_036503815.1,WP_000874226.1,GCF_036503815.1__WP_000874226.1,AABJ99_RS18855,metQ,gene-AABJ99_RS18855,mapped
GCF_036503815.1,GCF_036503815.1,WP_000875038.1,GCF_036503815.1__WP_000875038.1,AABJ99_RS14950,yccS,gene-AABJ99_RS14950,mapped
GCF_036503815.1,GCF_036503815.1,WP_000875228.1,GCF_036503815.1__WP_000875228.1,AABJ99_RS04770,AABJ99_RS04770,gene-AABJ99_RS04770,mapped
GCF_036503815.1,GCF_036503815.1,WP_000875487.1,GCF_036503815.1__WP_000875487.1,AABJ99_RS19925,creA,gene-AABJ99_RS19925,mapped
GCF_036503815.1,GCF_036503815.1,WP_000876284.1,GCF_036503815.1__WP_000876284.1,AABJ99_RS13340,lapA,gene-AABJ99_RS13340,mapped
GCF_036503815.1,GCF_036503815.1,WP_000876976.1,GCF_036503815.1__WP_000876976.1,AABJ99_RS11905,AABJ99_RS11905,gene-AABJ99_RS11905,mapped
GCF_036503815.1,GCF_036503815.1,WP_000877119.1,GCF_036503815.1__WP_000877119.1,AABJ99_RS14360,yceH,gene-AABJ99_RS14360,mapped
GCF_036503815.1,GCF_036503815.1,WP_000877161.1,GCF_036503815.1__WP_000877161.1,AABJ99_RS14970,matP,gene-AABJ99_RS14970,mapped
GCF_036503815.1,GCF_036503815.1,WP_000878140.1,GCF_036503815.1__WP_000878140.1,AABJ99_RS17465,ybaA,gene-AABJ99_RS17465,mapped
GCF_036503815.1,GCF_036503815.1,WP_000878883.1,GCF_036503815.1__WP_000878883.1,AABJ99_RS10915,ydjI,gene-AABJ99_RS10915,mapped
GCF_036503815.1,GCF_036503815.1,WP_000879194.1,GCF_036503815.1__WP_000879194.1,AABJ99_RS00200,uhpT,gene-AABJ99_RS00200,mapped
GCF_036503815.1,GCF_036503815.1,WP_000884361.1,GCF_036503815.1__WP_000884361.1,AABJ99_RS16120,cydA,gene-AABJ99_RS16120,mapped
GCF_036503815.1,GCF_036503815.1,WP_000884589.1,GCF_036503815.1__WP_000884589.1,AABJ99_RS17510,decR,gene-AABJ99_RS17510,mapped
GCF_036503815.1,GCF_036503815.1,WP_000884639.1,GCF_036503815.1__WP_000884639.1,AABJ99_RS02645,accC,gene-AABJ99_RS02645,mapped
GCF_036503815.1,GCF_036503815.1,WP_000884702.1,GCF_036503815.1__WP_000884702.1,AABJ99_RS14330,flgB,gene-AABJ99_RS14330,mapped
GCF_036503815.1,GCF_036503815.1,WP_000885028.1,GCF_036503815.1__WP_000885028.1,AABJ99_RS12160,marC,gene-AABJ99_RS12160,mapped
GCF_036503815.1,GCF_036503815.1,WP_000885454.1,GCF_036503815.1__WP_000885454.1,AABJ99_RS13030,abgR,gene-AABJ99_RS13030,mapped
GCF_036503815.1,GCF_036503815.1,WP_000885808.1,GCF_036503815.1__WP_000885808.1,AABJ99_RS16895,ybdZ,gene-AABJ99_RS16895,mapped
GCF_036503815.1,GCF_036503815.1,WP_000886683.1,GCF_036503815.1__WP_000886683.1,AABJ99_RS15250,serS,gene-AABJ99_RS15250,mapped
GCF_036503815.1,GCF_036503815.1,WP_000888679.1,GCF_036503815.1__WP_000888679.1,AABJ99_RS19570,araD,gene-AABJ99_RS19570,mapped
GCF_036503815.1,GCF_036503815.1,WP_000888777.1,GCF_036503815.1__WP_000888777.1,AABJ99_RS13975,ariR,gene-AABJ99_RS13975,mapped
GCF_036503815.1,GCF_036503815.1,WP_000891338.1,GCF_036503815.1__WP_000891338.1,AABJ99_RS13335,lapB,gene-AABJ99_RS13335,mapped
GCF_036503815.1,GCF_036503815.1,WP_000891404.1,GCF_036503815.1__WP_000891404.1,AABJ99_RS21955,pspG,gene-AABJ99_RS21955,mapped
GCF_036503815.1,GCF_036503815.1,WP_000891515.1,GCF_036503815.1__WP_000891515.1,AABJ99_RS15960,acrZ,gene-AABJ99_RS15960,mapped
GCF_036503815.1,GCF_036503815.1,WP_000891553.1,GCF_036503815.1__WP_000891553.1,AABJ99_RS00465,waaA,gene-AABJ99_RS00465,mapped
GCF_036503815.1,GCF_036503815.1,WP_000891620.1,GCF_036503815.1__WP_000891620.1,AABJ99_RS10410,yecD,gene-AABJ99_RS10410,mapped
GCF_036503815.1,GCF_036503815.1,WP_000891823.1,GCF_036503815.1__WP_000891823.1,AABJ99_RS00720,AABJ99_RS00720,gene-AABJ99_RS00720,mapped
GCF_036503815.1,GCF_036503815.1,WP_000891983.1,GCF_036503815.1__WP_000891983.1,AABJ99_RS24575,AABJ99_RS24575,gene-AABJ99_RS24575,mapped
GCF_036503815.1,GCF_036503815.1,WP_000892051.1,GCF_036503815.1__WP_000892051.1,AABJ99_RS06830,yfgO,gene-AABJ99_RS06830,mapped
GCF_036503815.1,GCF_036503815.1,WP_000893994.1,GCF_036503815.1__WP_000893994.1,AABJ99_RS22910,yshB,gene-AABJ99_RS22910,mapped
GCF_036503815.1,GCF_036503815.1,WP_000895400.1,GCF_036503815.1__WP_000895400.1,AABJ99_RS15420,artM,gene-AABJ99_RS15420,mapped
GCF_036503815.1,GCF_036503815.1,WP_000895624.1,GCF_036503815.1__WP_000895624.1,AABJ99_RS04910,ygdQ,gene-AABJ99_RS04910,mapped
GCF_036503815.1,GCF_036503815.1,WP_000896498.1,GCF_036503815.1__WP_000896498.1,AABJ99_RS23630,atpG,gene-AABJ99_RS23630,mapped
GCF_036503815.1,GCF_036503815.1,WP_000896738.1,GCF_036503815.1__WP_000896738.1,AABJ99_RS20815,idnK,gene-AABJ99_RS20815,mapped
GCF_036503815.1,GCF_036503815.1,WP_000896872.1,GCF_036503815.1__WP_000896872.1,AABJ99_RS03970,AABJ99_RS03970,gene-AABJ99_RS03970,mapped
GCF_036503815.1,GCF_036503815.1,WP_000897378.1,GCF_036503815.1__WP_000897378.1,AABJ99_RS13885,umuD,gene-AABJ99_RS13885,mapped
GCF_036503815.1,GCF_036503815.1,WP_000899459.1,GCF_036503815.1__WP_000899459.1,AABJ99_RS09285,AABJ99_RS09285,gene-AABJ99_RS09285,mapped
GCF_036503815.1,GCF_036503815.1,WP_000899522.1,GCF_036503815.1__WP_000899522.1,AABJ99_RS21600,dcuB,gene-AABJ99_RS21600,mapped
GCF_036503815.1,GCF_036503815.1,WP_000899583.1,GCF_036503815.1__WP_000899583.1,AABJ99_RS15115,elyC,gene-AABJ99_RS15115,mapped
GCF_036503815.1,GCF_036503815.1,WP_000901098.1,GCF_036503815.1__WP_000901098.1,AABJ99_RS18910,yaeR,gene-AABJ99_RS18910,mapped
GCF_036503815.1,GCF_036503815.1,WP_000901367.1,GCF_036503815.1__WP_000901367.1,AABJ99_RS12130,mgtS,gene-AABJ99_RS12130,mapped
GCF_036503815.1,GCF_036503815.1,WP_000901977.1,GCF_036503815.1__WP_000901977.1,AABJ99_RS19225,yadI,gene-AABJ99_RS19225,mapped
GCF_036503815.1,GCF_036503815.1,WP_000902780.1,GCF_036503815.1__WP_000902780.1,AABJ99_RS01260,pitA,gene-AABJ99_RS01260,mapped
GCF_036503815.1,GCF_036503815.1,WP_000903122.1,GCF_036503815.1__WP_000903122.1,AABJ99_RS07335,yfeO,gene-AABJ99_RS07335,mapped
GCF_036503815.1,GCF_036503815.1,WP_000904003.1,GCF_036503815.1__WP_000904003.1,AABJ99_RS13800,AABJ99_RS13800,gene-AABJ99_RS13800,mapped
GCF_036503815.1,GCF_036503815.1,WP_000904112.1,GCF_036503815.1__WP_000904112.1,AABJ99_RS12005,AABJ99_RS12005,gene-AABJ99_RS12005,mapped
GCF_036503815.1,GCF_036503815.1,WP_000904443.1,GCF_036503815.1__WP_000904443.1,AABJ99_RS14905,tusE,gene-AABJ99_RS14905,mapped
GCF_036503815.1,GCF_036503815.1,WP_000904502.1,GCF_036503815.1__WP_000904502.1,AABJ99_RS17265,qmcA,gene-AABJ99_RS17265,mapped
GCF_036503815.1,GCF_036503815.1,WP_000905376.1,GCF_036503815.1__WP_000905376.1,AABJ99_RS19205,panC,gene-AABJ99_RS19205,mapped
GCF_036503815.1,GCF_036503815.1,WP_000905777.1,GCF_036503815.1__WP_000905777.1,AABJ99_RS19380,secA,gene-AABJ99_RS19380,mapped
GCF_036503815.1,GCF_036503815.1,WP_000906336.1,GCF_036503815.1__WP_000906336.1,AABJ99_RS10290,motA,gene-AABJ99_RS10290,mapped
GCF_036503815.1,GCF_036503815.1,WP_000906486.1,GCF_036503815.1__WP_000906486.1,AABJ99_RS05640,csrA,gene-AABJ99_RS05640,mapped
GCF_036503815.1,GCF_036503815.1,WP_000907089.1,GCF_036503815.1__WP_000907089.1,AABJ99_RS02110,yheU,gene-AABJ99_RS02110,mapped
GCF_036503815.1,GCF_036503815.1,WP_000907234.1,GCF_036503815.1__WP_000907234.1,AABJ99_RS10425,yebC,gene-AABJ99_RS10425,mapped
GCF_036503815.1,GCF_036503815.1,WP_000907615.1,GCF_036503815.1__WP_000907615.1,AABJ99_RS22970,mobB,gene-AABJ99_RS22970,mapped
GCF_036503815.1,GCF_036503815.1,WP_000908554.1,GCF_036503815.1__WP_000908554.1,AABJ99_RS03145,yhbS,gene-AABJ99_RS03145,mapped
GCF_036503815.1,GCF_036503815.1,WP_000909111.1,GCF_036503815.1__WP_000909111.1,AABJ99_RS09300,mobC,gene-AABJ99_RS09300,mapped
GCF_036503815.1,GCF_036503815.1,WP_000909125.1,GCF_036503815.1__WP_000909125.1,AABJ99_RS24680,mobC,gene-AABJ99_RS24680,mapped
GCF_036503815.1,GCF_036503815.1,WP_000911114.1,GCF_036503815.1__WP_000911114.1,AABJ99_RS13545,oppB,gene-AABJ99_RS13545,mapped
GCF_036503815.1,GCF_036503815.1,WP_000911317.1,GCF_036503815.1__WP_000911317.1,AABJ99_RS23970,vapC,gene-AABJ99_RS23970,mapped
GCF_036503815.1,GCF_036503815.1,WP_000912121.1,GCF_036503815.1__WP_000912121.1,AABJ99_RS03775,ygiZ,gene-AABJ99_RS03775,mapped
GCF_036503815.1,GCF_036503815.1,WP_000912727.1,GCF_036503815.1__WP_000912727.1,AABJ99_RS16275,pxpC,gene-AABJ99_RS16275,mapped
GCF_036503815.1,GCF_036503815.1,WP_000913396.1,GCF_036503815.1__WP_000913396.1,AABJ99_RS02665,mreB,gene-AABJ99_RS02665,mapped
GCF_036503815.1,GCF_036503815.1,WP_000916763.1,GCF_036503815.1__WP_000916763.1,AABJ99_RS10545,holE,gene-AABJ99_RS10545,mapped
GCF_036503815.1,GCF_036503815.1,WP_000917127.1,GCF_036503815.1__WP_000917127.1,AABJ99_RS03740,nudF,gene-AABJ99_RS03740,mapped
GCF_036503815.1,GCF_036503815.1,WP_000917208.1,GCF_036503815.1__WP_000917208.1,AABJ99_RS10225,ftnA,gene-AABJ99_RS10225,mapped
GCF_036503815.1,GCF_036503815.1,WP_000917724.1,GCF_036503815.1__WP_000917724.1,AABJ99_RS05980,AABJ99_RS05980,gene-AABJ99_RS05980,mapped
GCF_036503815.1,GCF_036503815.1,WP_000917883.1,GCF_036503815.1__WP_000917883.1,AABJ99_RS18770,rnhA,gene-AABJ99_RS18770,mapped
GCF_036503815.1,GCF_036503815.1,WP_000918048.1,GCF_036503815.1__WP_000918048.1,AABJ99_RS13645,narX,gene-AABJ99_RS13645,mapped
GCF_036503815.1,GCF_036503815.1,WP_000918363.1,GCF_036503815.1__WP_000918363.1,AABJ99_RS21945,dnaB,gene-AABJ99_RS21945,mapped
GCF_036503815.1,GCF_036503815.1,WP_000918834.1,GCF_036503815.1__WP_000918834.1,AABJ99_RS03595,dnaG,gene-AABJ99_RS03595,mapped
GCF_036503815.1,GCF_036503815.1,WP_000919159.1,GCF_036503815.1__WP_000919159.1,AABJ99_RS06505,glyA,gene-AABJ99_RS06505,mapped
GCF_036503815.1,GCF_036503815.1,WP_000919226.1,GCF_036503815.1__WP_000919226.1,AABJ99_RS11835,bioD,gene-AABJ99_RS11835,mapped
GCF_036503815.1,GCF_036503815.1,WP_000920073.1,GCF_036503815.1__WP_000920073.1,AABJ99_RS08500,sanA,gene-AABJ99_RS08500,mapped
GCF_036503815.1,GCF_036503815.1,WP_000920116.1,GCF_036503815.1__WP_000920116.1,AABJ99_RS09895,hiuH,gene-AABJ99_RS09895,mapped
GCF_036503815.1,GCF_036503815.1,WP_000920571.1,GCF_036503815.1__WP_000920571.1,AABJ99_RS09590,dicC,gene-AABJ99_RS09590,mapped
GCF_036503815.1,GCF_036503815.1,WP_000920784.1,GCF_036503815.1__WP_000920784.1,AABJ99_RS11635,rsxG,gene-AABJ99_RS11635,mapped
GCF_036503815.1,GCF_036503815.1,WP_000920840.1,GCF_036503815.1__WP_000920840.1,AABJ99_RS05080,fucU,gene-AABJ99_RS05080,mapped
GCF_036503815.1,GCF_036503815.1,WP_000921814.1,GCF_036503815.1__WP_000921814.1,AABJ99_RS23275,hemY,gene-AABJ99_RS23275,mapped
GCF_036503815.1,GCF_036503815.1,WP_000922437.1,GCF_036503815.1__WP_000922437.1,AABJ99_RS18970,cdsA,gene-AABJ99_RS18970,mapped
GCF_036503815.1,GCF_036503815.1,WP_000922683.1,GCF_036503815.1__WP_000922683.1,AABJ99_RS09975,yedI,gene-AABJ99_RS09975,mapped
GCF_036503815.1,GCF_036503815.1,WP_000923726.1,GCF_036503815.1__WP_000923726.1,AABJ99_RS19325,ampD,gene-AABJ99_RS19325,mapped
GCF_036503815.1,GCF_036503815.1,WP_000925240.1,GCF_036503815.1__WP_000925240.1,AABJ99_RS01370,pcoA,gene-AABJ99_RS01370,mapped
GCF_036503815.1,GCF_036503815.1,WP_000925795.1,GCF_036503815.1__WP_000925795.1,AABJ99_RS02940,mlaE,gene-AABJ99_RS02940,mapped
GCF_036503815.1,GCF_036503815.1,WP_000928845.1,GCF_036503815.1__WP_000928845.1,AABJ99_RS23165,rhtC,gene-AABJ99_RS23165,mapped
GCF_036503815.1,GCF_036503815.1,WP_000929430.1,GCF_036503815.1__WP_000929430.1,AABJ99_RS19030,cdaR,gene-AABJ99_RS19030,mapped
GCF_036503815.1,GCF_036503815.1,WP_000931381.1,GCF_036503815.1__WP_000931381.1,AABJ99_RS15990,galM,gene-AABJ99_RS15990,mapped
GCF_036503815.1,GCF_036503815.1,WP_000932363.1,GCF_036503815.1__WP_000932363.1,AABJ99_RS00585,trmL,gene-AABJ99_RS00585,mapped
GCF_036503815.1,GCF_036503815.1,WP_000932851.1,GCF_036503815.1__WP_000932851.1,AABJ99_RS23595,rsmG,gene-AABJ99_RS23595,mapped
GCF_036503815.1,GCF_036503815.1,WP_000933296.1,GCF_036503815.1__WP_000933296.1,AABJ99_RS03950,pitB,gene-AABJ99_RS03950,mapped
GCF_036503815.1,GCF_036503815.1,WP_000933745.1,GCF_036503815.1__WP_000933745.1,AABJ99_RS23650,glmU,gene-AABJ99_RS23650,mapped
GCF_036503815.1,GCF_036503815.1,WP_000934050.1,GCF_036503815.1__WP_000934050.1,AABJ99_RS15305,clpA,gene-AABJ99_RS15305,mapped
GCF_036503815.1,GCF_036503815.1,WP_000934130.1,GCF_036503815.1__WP_000934130.1,AABJ99_RS06015,AABJ99_RS06015,gene-AABJ99_RS06015,mapped
GCF_036503815.1,GCF_036503815.1,WP_000934302.1,GCF_036503815.1__WP_000934302.1,AABJ99_RS22225,rsd,gene-AABJ99_RS22225,mapped
GCF_036503815.1,GCF_036503815.1,WP_000934983.1,GCF_036503815.1__WP_000934983.1,AABJ99_RS21060,paeA,gene-AABJ99_RS21060,mapped
GCF_036503815.1,GCF_036503815.1,WP_000935203.1,GCF_036503815.1__WP_000935203.1,AABJ99_RS03625,ttdR,gene-AABJ99_RS03625,mapped
GCF_036503815.1,GCF_036503815.1,WP_000935360.1,GCF_036503815.1__WP_000935360.1,AABJ99_RS22415,argC,gene-AABJ99_RS22415,mapped
GCF_036503815.1,GCF_036503815.1,WP_000936054.1,GCF_036503815.1__WP_000936054.1,AABJ99_RS15570,gsiC,gene-AABJ99_RS15570,mapped
GCF_036503815.1,GCF_036503815.1,WP_000936373.1,GCF_036503815.1__WP_000936373.1,AABJ99_RS22090,rluF,gene-AABJ99_RS22090,mapped
GCF_036503815.1,GCF_036503815.1,WP_000936635.1,GCF_036503815.1__WP_000936635.1,AABJ99_RS20420,yjjQ,gene-AABJ99_RS20420,mapped
GCF_036503815.1,GCF_036503815.1,WP_000937856.1,GCF_036503815.1__WP_000937856.1,AABJ99_RS09395,AABJ99_RS09395,gene-AABJ99_RS09395,mapped
GCF_036503815.1,GCF_036503815.1,WP_000938853.1,GCF_036503815.1__WP_000938853.1,AABJ99_RS00940,dppB,gene-AABJ99_RS00940,mapped
GCF_036503815.1,GCF_036503815.1,WP_000939317.1,GCF_036503815.1__WP_000939317.1,AABJ99_RS10785,yeaR,gene-AABJ99_RS10785,mapped
GCF_036503815.1,GCF_036503815.1,WP_000939738.1,GCF_036503815.1__WP_000939738.1,AABJ99_RS16705,crcB,gene-AABJ99_RS16705,mapped
GCF_036503815.1,GCF_036503815.1,WP_000940023.1,GCF_036503815.1__WP_000940023.1,AABJ99_RS06605,trmJ,gene-AABJ99_RS06605,mapped
GCF_036503815.1,GCF_036503815.1,WP_000940059.1,GCF_036503815.1__WP_000940059.1,AABJ99_RS09270,AABJ99_RS09270,gene-AABJ99_RS09270,mapped
GCF_036503815.1,GCF_036503815.1,WP_000940121.1,GCF_036503815.1__WP_000940121.1,AABJ99_RS02370,rpsE,gene-AABJ99_RS02370,mapped
GCF_036503815.1,GCF_036503815.1,WP_000940518.1,GCF_036503815.1__WP_000940518.1,AABJ99_RS21480,epmB,gene-AABJ99_RS21480,mapped
GCF_036503815.1,GCF_036503815.1,WP_000940595.1,GCF_036503815.1__WP_000940595.1,AABJ99_RS02985,rpmA,gene-AABJ99_RS02985,mapped
GCF_036503815.1,GCF_036503815.1,WP_000941119.1,GCF_036503815.1__WP_000941119.1,AABJ99_RS22205,yjaG,gene-AABJ99_RS22205,mapped
GCF_036503815.1,GCF_036503815.1,WP_000941212.1,GCF_036503815.1__WP_000941212.1,AABJ99_RS02320,rplP,gene-AABJ99_RS02320,mapped
GCF_036503815.1,GCF_036503815.1,WP_000942317.1,GCF_036503815.1__WP_000942317.1,AABJ99_RS10010,fliR,gene-AABJ99_RS10010,mapped
GCF_036503815.1,GCF_036503815.1,WP_000942351.1,GCF_036503815.1__WP_000942351.1,AABJ99_RS19935,gpmB,gene-AABJ99_RS19935,mapped
GCF_036503815.1,GCF_036503815.1,WP_000943444.1,GCF_036503815.1__WP_000943444.1,AABJ99_RS13875,dsbB,gene-AABJ99_RS13875,mapped
GCF_036503815.1,GCF_036503815.1,WP_000943486.1,GCF_036503815.1__WP_000943486.1,AABJ99_RS16485,AABJ99_RS16485,gene-AABJ99_RS16485,mapped
GCF_036503815.1,GCF_036503815.1,WP_000943561.1,GCF_036503815.1__WP_000943561.1,AABJ99_RS17190,hyi,gene-AABJ99_RS17190,mapped
GCF_036503815.1,GCF_036503815.1,WP_000944256.1,GCF_036503815.1__WP_000944256.1,AABJ99_RS10535,exoX,gene-AABJ99_RS10535,mapped
GCF_036503815.1,GCF_036503815.1,WP_000944319.1,GCF_036503815.1__WP_000944319.1,AABJ99_RS23995,traH,gene-AABJ99_RS23995,mapped
GCF_036503815.1,GCF_036503815.1,WP_000947080.1,GCF_036503815.1__WP_000947080.1,AABJ99_RS01470,nikB,gene-AABJ99_RS01470,mapped
GCF_036503815.1,GCF_036503815.1,WP_000947159.1,GCF_036503815.1__WP_000947159.1,AABJ99_RS23200,corA,gene-AABJ99_RS23200,mapped
GCF_036503815.1,GCF_036503815.1,WP_000948429.1,GCF_036503815.1__WP_000948429.1,AABJ99_RS24820,AABJ99_RS24820,gene-AABJ99_RS24820,mapped
GCF_036503815.1,GCF_036503815.1,WP_000948872.1,GCF_036503815.1__WP_000948872.1,AABJ99_RS11370,sufC,gene-AABJ99_RS11370,mapped
GCF_036503815.1,GCF_036503815.1,WP_000949115.1,GCF_036503815.1__WP_000949115.1,AABJ99_RS09990,yedP,gene-AABJ99_RS09990,mapped
GCF_036503815.1,GCF_036503815.1,WP_000949262.1,GCF_036503815.1__WP_000949262.1,AABJ99_RS06315,pssA,gene-AABJ99_RS06315,mapped
GCF_036503815.1,GCF_036503815.1,WP_000949384.1,GCF_036503815.1__WP_000949384.1,AABJ99_RS09355,AABJ99_RS09355,gene-AABJ99_RS09355,mapped
GCF_036503815.1,GCF_036503815.1,WP_000951108.1,GCF_036503815.1__WP_000951108.1,AABJ99_RS00100,AABJ99_RS00100,gene-AABJ99_RS00100,mapped
GCF_036503815.1,GCF_036503815.1,WP_000951158.1,GCF_036503815.1__WP_000951158.1,AABJ99_RS23210,yigE,gene-AABJ99_RS23210,mapped
GCF_036503815.1,GCF_036503815.1,WP_000951213.1,GCF_036503815.1__WP_000951213.1,AABJ99_RS15895,bioB,gene-AABJ99_RS15895,mapped
GCF_036503815.1,GCF_036503815.1,WP_000951276.1,GCF_036503815.1__WP_000951276.1,AABJ99_RS16010,zitB,gene-AABJ99_RS16010,mapped
GCF_036503815.1,GCF_036503815.1,WP_000952736.1,GCF_036503815.1__WP_000952736.1,AABJ99_RS14100,cobB,gene-AABJ99_RS14100,mapped
GCF_036503815.1,GCF_036503815.1,WP_000954828.1,GCF_036503815.1__WP_000954828.1,AABJ99_RS09150,hisIE,gene-AABJ99_RS09150,mapped
GCF_036503815.1,GCF_036503815.1,WP_000955028.1,GCF_036503815.1__WP_000955028.1,AABJ99_RS07425,yfdV,gene-AABJ99_RS07425,mapped
GCF_036503815.1,GCF_036503815.1,WP_000955057.1,GCF_036503815.1__WP_000955057.1,AABJ99_RS16720,dcuC,gene-AABJ99_RS16720,mapped
GCF_036503815.1,GCF_036503815.1,WP_000956368.1,GCF_036503815.1__WP_000956368.1,AABJ99_RS12290,AABJ99_RS12290,gene-AABJ99_RS12290,mapped
GCF_036503815.1,GCF_036503815.1,WP_000956458.1,GCF_036503815.1__WP_000956458.1,AABJ99_RS05290,AABJ99_RS05290,gene-AABJ99_RS05290,mapped
GCF_036503815.1,GCF_036503815.1,WP_000956467.1,GCF_036503815.1__WP_000956467.1,,,,ambiguous_gene
GCF_036503815.1,GCF_036503815.1,WP_000956530.1,GCF_036503815.1__WP_000956530.1,AABJ99_RS11220,btuC,gene-AABJ99_RS11220,mapped
GCF_036503815.1,GCF_036503815.1,WP_000956611.1,GCF_036503815.1__WP_000956611.1,AABJ99_RS23570,viaA,gene-AABJ99_RS23570,mapped
GCF_036503815.1,GCF_036503815.1,WP_000957771.1,GCF_036503815.1__WP_000957771.1,AABJ99_RS11985,AABJ99_RS11985,gene-AABJ99_RS11985,mapped
GCF_036503815.1,GCF_036503815.1,WP_000957857.1,GCF_036503815.1__WP_000957857.1,AABJ99_RS24815,AABJ99_RS24815,gene-AABJ99_RS24815,mapped
GCF_036503815.1,GCF_036503815.1,WP_000958013.1,GCF_036503815.1__WP_000958013.1,AABJ99_RS12255,lsrA,gene-AABJ99_RS12255,mapped
GCF_036503815.1,GCF_036503815.1,WP_000958205.1,GCF_036503815.1__WP_000958205.1,AABJ99_RS24590,AABJ99_RS24590,gene-AABJ99_RS24590,mapped
GCF_036503815.1,GCF_036503815.1,WP_000958555.1,GCF_036503815.1__WP_000958555.1,AABJ99_RS07975,yfaY,gene-AABJ99_RS07975,mapped
GCF_036503815.1,GCF_036503815.1,WP_000958598.1,GCF_036503815.1__WP_000958598.1,AABJ99_RS03765,ygiN,gene-AABJ99_RS03765,mapped
GCF_036503815.1,GCF_036503815.1,WP_000961957.1,GCF_036503815.1__WP_000961957.1,AABJ99_RS21520,dcuA,gene-AABJ99_RS21520,mapped
GCF_036503815.1,GCF_036503815.1,WP_000963143.1,GCF_036503815.1__WP_000963143.1,AABJ99_RS05625,recA,gene-AABJ99_RS05625,mapped
GCF_036503815.1,GCF_036503815.1,WP_000963837.1,GCF_036503815.1__WP_000963837.1,AABJ99_RS06685,ndk,gene-AABJ99_RS06685,mapped
GCF_036503815.1,GCF_036503815.1,WP_000964122.1,GCF_036503815.1__WP_000964122.1,AABJ99_RS19435,mraY,gene-AABJ99_RS19435,mapped
GCF_036503815.1,GCF_036503815.1,WP_000964221.1,GCF_036503815.1__WP_000964221.1,AABJ99_RS19055,yadS,gene-AABJ99_RS19055,mapped
GCF_036503815.1,GCF_036503815.1,WP_000964718.1,GCF_036503815.1__WP_000964718.1,AABJ99_RS01520,yhhN,gene-AABJ99_RS01520,mapped
GCF_036503815.1,GCF_036503815.1,WP_000965518.1,GCF_036503815.1__WP_000965518.1,AABJ99_RS07685,hisQ,gene-AABJ99_RS07685,mapped
GCF_036503815.1,GCF_036503815.1,WP_000965667.1,GCF_036503815.1__WP_000965667.1,AABJ99_RS01150,hdeD,gene-AABJ99_RS01150,mapped
GCF_036503815.1,GCF_036503815.1,WP_000965712.1,GCF_036503815.1__WP_000965712.1,AABJ99_RS03805,plsC,gene-AABJ99_RS03805,mapped
GCF_036503815.1,GCF_036503815.1,WP_000965930.1,GCF_036503815.1__WP_000965930.1,AABJ99_RS23020,fadB,gene-AABJ99_RS23020,mapped
GCF_036503815.1,GCF_036503815.1,WP_000966432.1,GCF_036503815.1__WP_000966432.1,AABJ99_RS07150,murR,gene-AABJ99_RS07150,mapped
